G1;G2;G3;G4;G5;G6;G7;G8;G9
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;МИРА УЛ;13;;;11
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;25-ЛЕТИЯ ОКТЯБРЯ УЛ;1;;;19
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;РАБОЧЕ-КРЕСТЬЯНСКАЯ УЛ;22;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;РАБОЧЕ-КРЕСТЬЯНСКАЯ УЛ;48Б;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;РАБОЧЕ-КРЕСТЬЯНСКАЯ УЛ;19;;;20
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ЭЛЕКТРОЛЕСОВСКАЯ УЛ;55;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ЭЛЕКТРОЛЕСОВСКАЯ УЛ;86;;;13
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;62-Й АРМИИ НАБ;1;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;62-Й АРМИИ НАБ;6;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ КАЛИНИНА УЛ;11;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ КАЛИНИНА УЛ;13;;;18
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ КАНУННИКОВА УЛ;23;;;15
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;13-Й ГВАРДЕЙСКОЙ УЛ;13;;;11
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ПОРТ-САИДА УЛ;18А;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ В.И.ЛЕНИНА ПР-КТ;98;;;12
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;НОВОРОССИЙСКАЯ УЛ;2;;;11
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;АПТЕЧНЫЙ ПРОЕЗД;1 А;;;11
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛЖСКИЙ Г;;МОЛОДЕЖНАЯ УЛ;13 Б;;;10
ВОЛГОГРАДСКАЯ ОБЛ;КОТОВСКИЙ Р-Н;КОТОВО Г;;МИРА УЛ;122;;;10
ВОЛГОГРАДСКАЯ ОБЛ;ОКТЯБРЬСКИЙ Р-Н;;ОКТЯБРЬСКИЙ РП;ЦЕНТРАЛЬНАЯ УЛ;24;-;-;10
ВОЛГОГРАДСКАЯ ОБЛ;СВЕТЛОЯРСКИЙ Р-Н;;СВЕТЛЫЙ ЯР РП;СПОРТИВНАЯ УЛ;5;;;12
ВОЛГОГРАДСКАЯ ОБЛ;СТАРОПОЛТАВСКИЙ Р-Н;;СТАРАЯ ПОЛТАВКА С;ЛЕНИНА УЛ;1А;;;11
ВОЛГОГРАДСКАЯ ОБЛ;НОВОНИКОЛАЕВСКИЙ Р-Н;;НОВОНИКОЛАЕВСКИЙ РП;НАРОДНАЯ УЛ;77;;;10
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ГАГАРИНА УЛ;80;;270;10
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ГЕРЦЕНА УЛ;27;;;15
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ГОНЧАРНАЯ УЛ;4А;;;10
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ЗОСИМОВСКАЯ УЛ;107;;;11
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;КОСТРОМСКАЯ УЛ;14;;;12
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ЛЕНИНГРАДСКАЯ УЛ;40 Б;;1;11
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ЛЕНИНГРАДСКАЯ УЛ;77;;;14
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;МАШИНОСТРОИТЕЛЬНАЯ УЛ;19;;;10
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;МИРА УЛ;17;;212;11
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ОКТЯБРЬСКАЯ УЛ;27;;;11
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ПОШЕХОНСКОЕ Ш;18;;;11
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ПУШКИНСКАЯ УЛ;1;;;10
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;САММЕРА УЛ;70;;;10
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;СОВЕТСКИЙ ПР-КТ;6;;;10
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;БЕЛИНСКОГО УЛ;ЗОНА 3;;;10
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;БЕЛИНСКОГО УЛ;23/1;;;15
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ГОРОДЕЦКАЯ УЛ;11;;1Н;23
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;КИРИЛЛОВСКОЕ Ш;63 А;;;30
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;КОМСОМОЛЬСКАЯ УЛ;28;;;14
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;КРАСНОДОНЦЕВ УЛ;24;;1 Н;12
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ЛЕНИНА УЛ;149;;1Н;17
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ЛУНАЧАРСКОГО ПР-КТ;43;;27;14
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ПОБЕДЫ ПР-КТ;85;;1;11
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ПРОМЫШЛЕННАЯ УЛ;7;;4Н;14
ВОЛОГОДСКАЯ ОБЛ;ГРЯЗОВЕЦКИЙ Р-Н;ГРЯЗОВЕЦ Г;;КАРЛА МАРКСА УЛ;58;-;-;10
ВОЛОГОДСКАЯ ОБЛ;СОКОЛЬСКИЙ Р-Н;СОКОЛ Г;;СОВЕТСКАЯ УЛ;73;;;15
ВОЛОГОДСКАЯ ОБЛ;ХАРОВСКИЙ Р-Н;ХАРОВСК Г;;ОКТЯБРЬСКАЯ ПЛ;3;;;13
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;25 ОКТЯБРЯ УЛ;45;;;12
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;25 ОКТЯБРЯ УЛ;33;;;55
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;45 СТРЕЛКОВОЙ ДИВИЗИИ УЛ;110;2;1/11;31
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;АЙВАЗОВСКОГО УЛ;2В;VII;1;26
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ВОРОШИЛОВА УЛ;45;--;108;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ВОРОШИЛОВА УЛ;31А;;6;20
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ГАЗОВАЯ УЛ;1;А;ОФИС 1;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ИРКУТСКАЯ УЛ;19;1;14;15
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;КРАСНОЗНАМЕННАЯ УЛ;27;;1;11
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;КРАСНОЗНАМЕННАЯ УЛ;167;;ОБЩЕЖИТИЕ;21
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;КУЛИБИНА УЛ;15;;;46
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;КУЦЫГИНА УЛ;17;-;-;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕБЕДЕВА УЛ;10;А10, А11;56;114
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНА ПЛ;12;;;12
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНА ПЛ;8;;;19
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНА УЛ;73;;;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНА УЛ;12;;;13
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНСКИЙ ПР-КТ;119-А;--;--;33
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;КАРЛА МАРКСА УЛ;67;-;-;11
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;МЕНДЕЛЕЕВА УЛ;13;I;11А;27
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;МОСКОВСКИЙ ПР-КТ;11;;;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;МОСКОВСКИЙ ПР-КТ;82;;;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;НИКИТИНСКАЯ УЛ;8А;;;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;НИКИТИНСКАЯ УЛ;42;-;-;11
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ПОБЕДЫ Б-Р;50 Б;;ПОМЕЩЕНИЕ 1;47
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;САККО И ВАНЦЕТТИ УЛ;69;III;2/2;54
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;СВОБОДЫ УЛ;75;;;13
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;СОЛНЕЧНАЯ УЛ;7Д;;115;19
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;СОЛНЕЧНАЯ УЛ;31 А;;401;167
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;СТУДЕНЧЕСКАЯ УЛ;12 А;;303;28
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ТЕКСТИЛЬЩИКОВ УЛ;2;;;20
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ТРУДА ПР-КТ;48;;;14
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ТРУДА ПР-КТ;67;;;15
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ТРУДА ПР-КТ;159;;;15
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ФРИДРИХА ЭНГЕЛЬСА УЛ;64А;I;14Г;82
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЦЮРУПЫ УЛ;34;-;307;11
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЦЮРУПЫ УЛ;18;;;30
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЭЛЕКТРОСИГНАЛЬНАЯ УЛ;1;;;12
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЭЛЕКТРОСИГНАЛЬНАЯ УЛ;20;;28-3;24
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;9 ЯНВАРЯ УЛ;36;;;11
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;9 ЯНВАРЯ УЛ;210;I ЛИТ.Д.;21;12
ВОРОНЕЖСКАЯ ОБЛ;БУТУРЛИНОВСКИЙ Р-Н;БУТУРЛИНОВКА Г;;ВОЛИ ПЛ;43;;;10
ВОРОНЕЖСКАЯ ОБЛ;КАМЕНСКИЙ Р-Н;;КАМЕНКА ПГТ;ЛЕНИНА УЛ;26;-;-;13
ВОРОНЕЖСКАЯ ОБЛ;КАНТЕМИРОВСКИЙ Р-Н;;КАНТЕМИРОВКА РП;ПОБЕДЫ УЛ;17;;;13
ВОРОНЕЖСКАЯ ОБЛ;ОЛЬХОВАТСКИЙ Р-Н;;ОЛЬХОВАТКА РП;ОКТЯБРЬСКАЯ УЛ;64;;;12
ВОРОНЕЖСКАЯ ОБЛ;ОСТРОГОЖСКИЙ Р-Н;ОСТРОГОЖСК Г;;ЛЕНИНА УЛ;22;;;12
ВОРОНЕЖСКАЯ ОБЛ;ПАНИНСКИЙ Р-Н;;ПАНИНО РП;СОВЕТСКАЯ УЛ;2;;;10
ВОРОНЕЖСКАЯ ОБЛ;ПОДГОРЕНСКИЙ Р-Н;;ПОДГОРЕНСКИЙ ПГТ;ПЕРВОМАЙСКАЯ УЛ;60;;;14
ВОРОНЕЖСКАЯ ОБЛ;РАМОНСКИЙ Р-Н;;;ПРОМЫШЛЕННАЯ ЗОНА 2 ТЕР;;1Ж;311Б;15
ВОРОНЕЖСКАЯ ОБЛ;РАМОНСКИЙ Р-Н;;РАМОНЬ РП;СОВЕТСКАЯ УЛ;11;--;--;12
ВОРОНЕЖСКАЯ ОБЛ;РЕПЬЕВСКИЙ Р-Н;;РЕПЬЕВКА С;ПОБЕДЫ ПЛ;1;;;12
ВОРОНЕЖСКАЯ ОБЛ;РОССОШАНСКИЙ Р-Н;РОССОШЬ Г;;ЛЕНИНА ПЛ;4;;;19
ВОРОНЕЖСКАЯ ОБЛ;ХОХОЛЬСКИЙ Р-Н;;ХОХОЛЬСКИЙ РП;ЛЕНИНА УЛ;8;;;15
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;ВЕЛИЖСКАЯ УЛ;8;;;13
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;ПАРИЖСКОЙ КОММУНЫ УЛ;16;;;13
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;КУКОНКОВЫХ УЛ;141;;;10
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;ЛЕЖНЕВСКАЯ УЛ;117;;203А;10
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;МОСКОВСКАЯ УЛ;3;;;23
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;ПАВЛА БОЛЬШЕВИКОВА УЛ;27;3;;10
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;ПАВЛА БОЛЬШЕВИКОВА УЛ;50А;;;10
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;РЕВОЛЮЦИИ ПЛ;2/1;;;11
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;РЕВОЛЮЦИИ ПЛ;6;;;11
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;САДОВАЯ УЛ;30А;;;10
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;СТАНКОСТРОИТЕЛЕЙ УЛ;13К;;;11
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;СТРОИТЕЛЕЙ ПР-КТ;31;;;12
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;ТАНКИСТА АЛЕКСАНДРОВА УЛ;2А;;ОФИС 41;10
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;ЯРОСЛАВСКАЯ УЛ;20;;;13
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;ЛЕНИНА ПР-КТ;38;;;16
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;СТЕПАНОВА УЛ;17;;;11
ИВАНОВСКАЯ ОБЛ;ВИЧУГСКИЙ Р-Н;ВИЧУГА Г;;КИНЕШЕМСКАЯ УЛ;46А;;;10
ИВАНОВСКАЯ ОБЛ;ЛЕЖНЕВСКИЙ Р-Н;;УХТОХМА С;УРОЖАЙНАЯ УЛ;11-Б;;;10
ИВАНОВСКАЯ ОБЛ;ЛЕЖНЕВСКИЙ Р-Н;;ЛЕЖНЕВО П;ОКТЯБРЬСКАЯ УЛ;32;;;12
ИВАНОВСКАЯ ОБЛ;ПАЛЕХСКИЙ Р-Н;;ПАЛЕХ П;ЛЕНИНА УЛ;1;;;14
ИВАНОВСКАЯ ОБЛ;ПРИВОЛЖСКИЙ Р-Н;ПРИВОЛЖСК Г;;РЕВОЛЮЦИОННАЯ УЛ;63;;;10
ИВАНОВСКАЯ ОБЛ;РОДНИКОВСКИЙ Р-Н;РОДНИКИ Г;;СОВЕТСКАЯ УЛ;10;;;10
ИВАНОВСКАЯ ОБЛ;РОДНИКОВСКИЙ Р-Н;РОДНИКИ Г;;СОВЕТСКАЯ УЛ;20;;;15
ИВАНОВСКАЯ ОБЛ;ТЕЙКОВСКИЙ Р-Н;ТЕЙКОВО Г;;СЕРГЕЕВСКАЯ УЛ;1;;;10
ИВАНОВСКАЯ ОБЛ;ШУЙСКИЙ Р-Н;ШУЯ Г;;ЛЕНИНА ПЛ;7;;;10
ИВАНОВСКАЯ ОБЛ;ШУЙСКИЙ Р-Н;ШУЯ Г;;НАГОРНАЯ 1-Я УЛ;16;;;10
ИВАНОВСКАЯ ОБЛ;ШУЙСКИЙ Р-Н;ШУЯ Г;;СОВЕТСКАЯ УЛ;48;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;АКАДЕМИЧЕСКАЯ УЛ;3;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;АЛЕКСАНДРА НЕВСКОГО УЛ;58;;;14
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;БАЙКАЛЬСКАЯ УЛ;160;А;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;БАЙКАЛЬСКАЯ УЛ;277;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;БАЙКАЛЬСКАЯ УЛ;295/1;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;БАЙКАЛЬСКАЯ УЛ;180 "А";;;16
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;БАЙКАЛЬСКАЯ УЛ;239;;;21
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;БАРРИКАД УЛ;24;А;---;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;БОГДАНА ХМЕЛЬНИЦКОГО УЛ;36;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ВАМПИЛОВА УЛ;2;2;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ГАГАРИНА Б-Р;38;---;---;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ГРЯЗНОВА УЛ;1;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ДЕКАБРЬСКИХ СОБЫТИЙ УЛ;109;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ДЕКАБРЬСКИХ СОБЫТИЙ УЛ;57;---;---;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ДЕКАБРЬСКИХ СОБЫТИЙ УЛ;100;;;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ДЗЕРЖИНСКОГО УЛ;1;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;КАРЛА МАРКСА УЛ;12;;;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;КОММУНИСТИЧЕСКАЯ УЛ;65;А;45;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ЛАПИНА УЛ;43;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ЛЕНИНА УЛ;1А;;;14
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ЛИТВИНОВА УЛ;20;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;МАЛО-ЯКУТСКАЯ УЛ;19;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;МАРИИ ЦУКАНОВОЙ УЛ;81;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;НАБЕРЕЖНАЯ ИРКУТА УЛ;1;;;14
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;НОВАТОРОВ УЛ;3;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ОКТЯБРЬСКОЙ РЕВОЛЮЦИИ УЛ;17;---;---;14
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ОКТЯБРЬСКОЙ РЕВОЛЮЦИИ УЛ;1;;;21
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ПАРТИЗАНСКАЯ УЛ;112/2;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;РАБОЧАЯ УЛ;2;А;;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;РАБОЧЕГО ШТАБА УЛ;15;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;РАКИТНАЯ УЛ;14;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;РАКИТНАЯ УЛ;18;;;32
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;РОЗЫ ЛЮКСЕМБУРГ УЛ;184;;;37
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;РОССИЙСКАЯ УЛ;14;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;СЕРГЕЕВА УЛ;3;;;13
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;СОВЕТСКАЯ УЛ;115Г;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;СОВЕТСКАЯ УЛ;96;;;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;СОВЕТСКАЯ УЛ;58;;;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;СУРИКОВА УЛ;4;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ТОЛЕВАЯ УЛ;4;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ТРАКТОВАЯ УЛ;31;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ТРАКТОВАЯ УЛ;28;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ТРАКТОВАЯ УЛ;22;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ТРАКТОВАЯ УЛ;14 А;;;15
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ТРАКТОВАЯ УЛ;9;;;20
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ТУХАЧЕВСКОГО УЛ;3;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ФРИДРИХА ЭНГЕЛЬСА УЛ;8;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ЧЕЛЯБИНСКАЯ УЛ;26;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ШЕВЦОВА УЛ;68;---;---;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ШИРЯМОВА УЛ;24;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ШИРЯМОВА УЛ;13;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ШИРЯМОВА УЛ;40;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ШИРЯМОВА УЛ;10;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ШИРЯМОВА УЛ;32/1;;;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ШИРЯМОВА УЛ;2/1;;;16
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ШИРЯМОВА УЛ;2;;;21
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ШИРЯМОВА УЛ;32;;;28
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ГЕНЕРАЛА ДОВАТОРА УЛ;21;А;;14
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ОЛЕГА КОШЕВОГО УЛ;61;;;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ОЛЕГА КОШЕВОГО УЛ;65;;;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ПОКРЫШКИНА УЛ;74;;;10
ИРКУТСКАЯ ОБЛ;;БОДАЙБО Г;;УРИЦКОГО УЛ;33;;;10
ИРКУТСКАЯ ОБЛ;;УСОЛЬЕ-СИБИРСКОЕ Г;;ОРДЖОНИКИДЗЕ УЛ;31;;;10
ИРКУТСКАЯ ОБЛ;;ШЕЛЕХОВ Г;;4-Й МКР;37;А;;13
ИРКУТСКАЯ ОБЛ;ИРКУТСКИЙ Р-Н;;ПИВОВАРИХА С;ДАЧНАЯ УЛ;8;;;13
ИРКУТСКАЯ ОБЛ;ИРКУТСКИЙ Р-Н;;ХОМУТОВО С;ТРАКТОВАЯ УЛ;1;-;-;10
ИРКУТСКАЯ ОБЛ;НИЖНЕИЛИМСКИЙ Р-Н;ЖЕЛЕЗНОГОРСК-ИЛИМСКИЙ Г;;8-Й КВ-Л;20;;;11
ИРКУТСКАЯ ОБЛ;ОЛЬХОНСКИЙ Р-Н;;ЕЛАНЦЫ С;ПЕНКАЛЬСКОГО УЛ;14;;;16
ИРКУТСКАЯ ОБЛ;СЛЮДЯНСКИЙ Р-Н;СЛЮДЯНКА Г;;ЛЕНИНА УЛ;124;;;12
ИРКУТСКАЯ ОБЛ;УСТЬ-УДИНСКИЙ Р-Н;;УСТЬ-УДА П;КОМСОМОЛЬСКАЯ УЛ;19;;;11
КАЛИНИНГРАДСКАЯ ОБЛ;;КАЛИНИНГРАД Г;;Д.ДОНСКОГО УЛ;1;;;3293
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;ВОСКРЕСЕНСКИЙ ПЕР;29;;3;11
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;ГАГАРИНА УЛ;1;-----;-------;10
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;КИРОВА УЛ;31/76;;;12
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;КИРОВА УЛ;57Б;;;12
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;КРОПОТКИНА УЛ;4;;;10
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;ОКТЯБРЬСКАЯ УЛ;20;-;-;10
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;СКЛАДСКАЯ УЛ;6;;;11
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;СОВЕТСКАЯ УЛ;20;;;12
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;ГРАБЦЕВСКОЕ Ш;43;;;11
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;ЛЕНИНА УЛ;102 А;;;10
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;МОСКОВСКАЯ УЛ;292;;;10
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;МОСКОВСКАЯ УЛ;247;;;10
